,hotel_name,hotel_locality,hotel_rating,review_date,review_rating,user_location
378,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
379,Grand Park Hotel,Ramallah,4.0,2017,5.0, Palestinian Territories
380,Grand Park Hotel,Ramallah,4.0,2017,4.0, Greece
381,Grand Park Hotel,Ramallah,4.0,2017,4.0, Florida
382,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
383,Grand Park Hotel,Ramallah,4.0,2017,5.0, Palestinian Territories
384,Grand Park Hotel,Ramallah,4.0,2017,4.0, Greece
385,Grand Park Hotel,Ramallah,4.0,2017,4.0, Florida
386,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
387,Grand Park Hotel,Ramallah,4.0,2017,5.0, Palestinian Territories
388,Grand Park Hotel,Ramallah,4.0,2017,4.0, Greece
389,Grand Park Hotel,Ramallah,4.0,2017,4.0, Florida
390,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
391,Grand Park Hotel,Ramallah,4.0,2017,5.0, Palestinian Territories
392,Grand Park Hotel,Ramallah,4.0,2017,4.0, Greece
393,Grand Park Hotel,Ramallah,4.0,2017,4.0, Florida
394,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
395,Grand Park Hotel,Ramallah,4.0,2017,5.0, Palestinian Territories
396,Grand Park Hotel,Ramallah,4.0,2017,4.0, Greece
397,Grand Park Hotel,Ramallah,4.0,2017,4.0, Florida
398,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
399,Grand Park Hotel,Ramallah,4.0,2017,5.0, Palestinian Territories
400,Grand Park Hotel,Ramallah,4.0,2017,4.0, Greece
401,Grand Park Hotel,Ramallah,4.0,2017,4.0, Florida
402,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
403,Grand Park Hotel,Ramallah,4.0,2017,5.0, Palestinian Territories
404,Grand Park Hotel,Ramallah,4.0,2017,4.0, Greece
405,Grand Park Hotel,Ramallah,4.0,2017,4.0, Florida
406,Grand Park Hotel,Ramallah,4.0,2017,1.0, Israel
407,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
408,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
409,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
410,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
411,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
412,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
413,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
414,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
415,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
416,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
417,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
418,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
419,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
420,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
421,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
422,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
423,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
424,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
425,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
426,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
427,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
428,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
429,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
430,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
431,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
432,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
433,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
434,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
435,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
436,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
437,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
438,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
439,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
440,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
441,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
442,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
443,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
444,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
445,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
446,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
447,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
448,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
449,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
450,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
451,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
452,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
453,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
454,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
455,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
456,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
457,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
458,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
459,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
460,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
461,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
462,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
463,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
464,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
465,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
466,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
467,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, The Netherlands
468,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Colorado
469,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0,Poland
470,Talitha Kumi Guest House,Bethlehem,5.0,2017,4.0,القدس 
471,Talitha Kumi Guest House,Bethlehem,5.0,2017,5.0, Limassol
472,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
473,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
474,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
475,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
476,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
477,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
478,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
479,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
480,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
481,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
482,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
483,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
484,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
485,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
486,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
487,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
488,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
489,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
490,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
491,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
492,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
493,Ararat Hotel,Bethlehem,4.0,2017,3.0, Australia
494,Ararat Hotel,Bethlehem,4.0,2017,5.0,Puerto Rico
495,Ararat Hotel,Bethlehem,4.0,2017,5.0,Palestine
496,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
497,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
498,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
499,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
500,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
501,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
502,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
503,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
504,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
505,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
506,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
507,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
508,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
509,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
510,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
511,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
512,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
513,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
514,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
515,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
516,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
517,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
518,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
519,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
520,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
521,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
522,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
523,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
524,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
525,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
526,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
527,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
528,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
529,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
530,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
531,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
532,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
533,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
534,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
535,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
536,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
537,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
538,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
539,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
540,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
541,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
542,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
543,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
544,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
545,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
546,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
547,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
548,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
549,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
550,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
551,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
552,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
553,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
554,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
555,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
556,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
557,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
558,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
559,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
560,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
561,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
562,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
563,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
564,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
565,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
566,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
567,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
568,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
569,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
570,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
571,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
572,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
573,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
574,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
575,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
576,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
577,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
578,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
579,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
580,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
581,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
582,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
583,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
584,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
585,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
586,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
587,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
588,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
589,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
590,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
591,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
592,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
593,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
594,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
595,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
596,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
597,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
598,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
599,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
600,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
601,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
602,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
603,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
604,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
605,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
606,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
607,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
608,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
609,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
610,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
611,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
612,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
613,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
614,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
615,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
616,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
617,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
618,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
619,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
620,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
621,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
622,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
623,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
624,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
625,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
626,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
627,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
628,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
629,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
630,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
631,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
632,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
633,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
634,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0,Tamilnadu
635,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, The Netherlands
636,Jacir Palace Hotel Bethlehem,Bethlehem,4.0,2017,3.0, Luxembourg
637,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
638,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
639,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
640,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
641,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
642,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
643,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
644,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
645,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
646,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
647,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
648,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
649,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
650,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
651,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
652,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
653,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
654,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
655,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
656,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
657,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
658,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
659,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
660,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
661,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
662,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
663,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
664,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
665,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
666,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
667,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
668,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
669,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
670,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, England
671,Bethlehem Hotel,Bethlehem,4.0,2017,3.0, Denmark
672,Bethlehem Hotel,Bethlehem,4.0,2017,4.0, Norway
673,Caesar Hotel,Ramallah,4.0,2017,5.0, Illinois
674,Caesar Hotel,Ramallah,4.0,2017,5.0, California
675,Caesar Hotel,Ramallah,4.0,2017,5.0, Illinois
676,Caesar Hotel,Ramallah,4.0,2017,5.0, California
677,Caesar Hotel,Ramallah,4.0,2017,5.0, Illinois
678,Caesar Hotel,Ramallah,4.0,2017,5.0, California
679,Caesar Hotel,Ramallah,4.0,2017,5.0, Illinois
680,Caesar Hotel,Ramallah,4.0,2017,5.0, California
681,Caesar Hotel,Ramallah,4.0,2017,5.0, Illinois
682,Caesar Hotel,Ramallah,4.0,2017,5.0, California
683,Hotel Crystal Motel,Nablus,4.0,2016,4.0, United Kingdom
684,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
685,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
686,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
687,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
688,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
689,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
690,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
691,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
692,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
693,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
694,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
695,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
696,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
697,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
698,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
699,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
700,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
701,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
702,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
703,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
704,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
705,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
706,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
707,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
708,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
709,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
710,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
711,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
712,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
713,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
714,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, Israel
715,Taybeh Golden Hotel,Taybeh,5.0,2017,4.0, Romania
716,Taybeh Golden Hotel,Taybeh,5.0,2017,5.0, United Kingdom
717,Holy Family Hotel,Bethlehem,4.0,2017,4.0, Jordan
718,Holy Family Hotel,Bethlehem,4.0,2017,4.0, United Kingdom
719,Holy Family Hotel,Bethlehem,4.0,2016,1.0, India
720,Holy Family Hotel,Bethlehem,4.0,2016,5.0, Ohio
721,Holy Family Hotel,Bethlehem,4.0,2016,4.0, Romania
722,Holy Family Hotel,Bethlehem,4.0,2017,4.0, Jordan
723,Holy Family Hotel,Bethlehem,4.0,2017,4.0, United Kingdom
724,Holy Family Hotel,Bethlehem,4.0,2016,1.0, India
725,Holy Family Hotel,Bethlehem,4.0,2016,5.0, Ohio
726,Holy Family Hotel,Bethlehem,4.0,2016,4.0, Romania
727,Holy Family Hotel,Bethlehem,4.0,2017,4.0, Jordan
728,Holy Family Hotel,Bethlehem,4.0,2017,4.0, United Kingdom
